26.490701,1,3DC      ,Tx,d,8,00 80 00 00 00 00 00 00 ,Data0080000000000000
26.490894,1,3C0      ,Tx,d,4,96 03 00 00 ,Data96030000
26.491206,1,12DD54D6x,Tx,d,8,00 10 00 00 00 00 00 00 ,Data0010000000000000
26.49147,1,26B      ,Tx,d,8,52 03 80 00 00 00 00 00 ,Data5203800000000000
26.49174,1,2A8      ,Tx,d,8,80 00 00 00 00 00 00 00 ,Data8000000000000000
26.492011,1,2A7      ,Tx,d,8,00 00 00 00 00 00 00 40 ,Data0000000000000040
26.492283,1,3DC      ,Tx,d,8,00 80 00 00 00 00 00 00 ,Data0080000000000000
26.492553,1,2A8      ,Tx,d,8,80 00 00 00 00 00 00 00 ,Data8000000000000000
26.492831,1,2A7      ,Tx,d,8,00 00 00 00 00 00 00 40 ,Data0000000000000040
26.493106,1,3DC      ,Tx,d,8,00 80 00 00 00 00 00 00 ,Data0080000000000000
26.493382,1,5F0      ,Tx,d,8,CC 00 14 00 00 00 00 00 ,DataCC00140000000000
26.493576,1,3C0      ,Tx,d,4,EC 04 00 00 ,DataEC040000
26.493922,1,12DD54D6x,Tx,d,8,00 10 00 00 00 00 00 00 ,Data0010000000000000
26.494265,1,26B      ,Tx,d,8,13 04 80 00 00 00 00 00 ,Data1304800000000000
26.494535,1,2A8      ,Tx,d,8,80 00 00 00 00 00 00 00 ,Data8000000000000000
26.494805,1,2A7      ,Tx,d,8,00 00 00 00 00 00 00 40 ,Data0000000000000040
26.495085,1,3DC      ,Tx,d,8,00 80 00 00 00 00 00 00 ,Data0080000000000000
26.495358,1,2A8      ,Tx,d,8,80 00 00 00 00 00 00 00 ,Data8000000000000000
26.49564,1,2A7      ,Tx,d,8,00 00 00 00 00 00 00 40 ,Data0000000000000040
26.495912,1,3DC      ,Tx,d,8,00 80 00 00 00 00 00 00 ,Data0080000000000000
26.496104,1,3C0      ,Tx,d,4,59 05 00 00 ,Data59050000
26.496425,1,12DD54D6x,Tx,d,8,00 10 00 00 00 00 00 00 ,Data0010000000000000
26.496693,1,26B      ,Tx,d,8,FE 05 80 00 00 00 00 00 ,DataFE05800000000000
26.496963,1,2A8      ,Tx,d,8,80 00 00 00 00 00 00 00 ,Data8000000000000000
26.497233,1,2A7      ,Tx,d,8,00 00 00 00 00 00 00 40 ,Data0000000000000040
26.497506,1,3DC      ,Tx,d,8,00 80 00 00 00 00 00 00 ,Data0080000000000000
26.497778,1,3DC      ,Tx,d,8,00 80 00 00 00 00 00 00 ,Data0080000000000000
26.497972,1,3C0      ,Tx,d,4,A9 06 00 00 ,DataA9060000
26.498284,1,12DD54D6x,Tx,d,8,00 10 00 00 00 00 00 00 ,Data0010000000000000
26.498549,1,26B      ,Tx,d,8,9D 06 80 00 00 00 00 00 ,Data9D06800000000000
26.498817,1,5F0      ,Tx,d,8,CC 00 14 00 00 00 00 00 ,DataCC00140000000000
26.499095,1,2A8      ,Tx,d,8,80 00 00 00 00 00 00 00 ,Data8000000000000000
26.499377,1,2A7      ,Tx,d,8,00 00 00 00 00 00 00 40 ,Data0000000000000040
26.499656,1,3DC      ,Tx,d,8,00 80 00 00 00 00 00 00 ,Data0080000000000000
26.499926,1,2A8      ,Tx,d,8,80 00 00 00 00 00 00 00 ,Data8000000000000000
26.500196,1,2A7      ,Tx,d,8,00 00 00 00 00 00 00 40 ,Data0000000000000040
26.500468,1,3DC      ,Tx,d,8,00 80 00 00 00 00 00 00 ,Data0080000000000000
26.500663,1,3C0      ,Tx,d,4,1C 07 00 00 ,Data1C070000
26.500975,1,12DD54D6x,Tx,d,8,00 10 00 00 00 00 00 00 ,Data0010000000000000
26.501241,1,26B      ,Tx,d,8,D9 07 80 00 00 00 00 00 ,DataD907800000000000
26.501511,1,2A8      ,Tx,d,8,80 00 00 00 00 00 00 00 ,Data8000000000000000
26.501782,1,2A7      ,Tx,d,8,00 00 00 00 00 00 00 40 ,Data0000000000000040
26.502054,1,3DC      ,Tx,d,8,00 80 00 00 00 00 00 00 ,Data0080000000000000
26.502334,1,2A8      ,Tx,d,8,80 00 00 00 00 00 00 00 ,Data8000000000000000
26.502604,1,2A7      ,Tx,d,8,00 00 00 00 00 00 00 40 ,Data0000000000000040
26.502997,1,3DC      ,Tx,d,8,00 80 00 00 00 00 00 00 ,Data0080000000000000
26.503265,1,5F0      ,Tx,d,8,CC 00 14 00 00 00 00 00 ,DataCC00140000000000
26.503455,1,3C0      ,Tx,d,4,5D 08 00 00 ,Data5D080000
26.503767,1,12DD54D6x,Tx,d,8,00 10 00 00 00 00 00 00 ,Data0010000000000000
26.504032,1,26B      ,Tx,d,8,D8 08 80 00 00 00 00 00 ,DataD808800000000000
26.504302,1,2A8      ,Tx,d,8,80 00 00 00 00 00 00 00 ,Data8000000000000000
26.504582,1,2A7      ,Tx,d,8,00 00 00 00 00 00 00 40 ,Data0000000000000040
26.504854,1,3DC      ,Tx,d,8,00 80 00 00 00 00 00 00 ,Data0080000000000000
26.505135,1,3DC      ,Tx,d,8,00 80 00 00 00 00 00 00 ,Data0080000000000000
26.505327,1,3C0      ,Tx,d,4,E8 09 00 00 ,DataE8090000
26.505643,1,12DD54D6x,Tx,d,8,00 10 00 00 00 00 00 00 ,Data0010000000000000
26.505907,1,26B      ,Tx,d,8,9A 09 80 00 00 00 00 00 ,Data9A09800000000000
26.506178,1,2A8      ,Tx,d,8,80 00 00 00 00 00 00 00 ,Data8000000000000000
26.506448,1,2A7      ,Tx,d,8,00 00 00 00 00 00 00 40 ,Data0000000000000040
26.50672,1,3DC      ,Tx,d,8,00 80 00 00 00 00 00 00 ,Data0080000000000000
26.50699,1,2A8      ,Tx,d,8,80 00 00 00 00 00 00 00 ,Data8000000000000000
26.507261,1,2A7      ,Tx,d,8,00 00 00 00 00 00 00 40 ,Data0000000000000040
26.507533,1,3DC      ,Tx,d,8,00 80 00 00 00 00 00 00 ,Data0080000000000000
26.507801,1,5F0      ,Tx,d,8,CC 00 14 00 00 00 00 00 ,DataCC00140000000000
26.508003,1,3C0      ,Tx,d,4,18 0A 00 00 ,Data180A0000
26.508316,1,12DD54D6x,Tx,d,8,00 10 00 00 00 00 00 00 ,Data0010000000000000
26.508594,1,26B      ,Tx,d,8,0C 0A 80 00 00 00 00 00 ,Data0C0A800000000000
26.508916,1,12DD54FFx,Tx,d,8,00 00 00 00 00 00 00 00 ,Data0000000000000000
26.509186,1,2A8      ,Tx,d,8,80 00 00 00 00 00 00 00 ,Data8000000000000000
26.509457,1,2A7      ,Tx,d,8,00 00 00 00 00 00 00 40 ,Data0000000000000040
26.509729,1,3DC      ,Tx,d,8,00 80 00 00 00 00 00 00 ,Data0080000000000000
26.509999,1,2A8      ,Tx,d,8,80 00 00 00 00 00 00 00 ,Data8000000000000000
26.510269,1,2A7      ,Tx,d,8,00 00 00 00 00 00 00 40 ,Data0000000000000040
26.510542,1,3DC      ,Tx,d,8,00 80 00 00 00 00 00 00 ,Data0080000000000000
26.510734,1,3C0      ,Tx,d,4,AD 0B 00 00 ,DataAD0B0000
26.511046,1,12DD54D6x,Tx,d,8,00 10 00 00 00 00 00 00 ,Data0010000000000000
26.511312,1,26B      ,Tx,d,8,3A 0B 80 00 00 00 00 00 ,Data3A0B800000000000
26.511593,1,2A8      ,Tx,d,8,80 00 00 00 00 00 00 00 ,Data8000000000000000
26.511905,1,2A7      ,Tx,d,8,00 00 00 00 00 00 00 40 ,Data0000000000000040
26.512173,1,3DC      ,Tx,d,8,00 80 00 00 00 00 00 00 ,Data0080000000000000
26.512445,1,3DC      ,Tx,d,8,00 80 00 00 00 00 00 00 ,Data0080000000000000
26.51264,1,3C0      ,Tx,d,4,D7 0C 00 00 ,DataD70C0000
26.512952,1,12DD54D6x,Tx,d,8,00 10 00 00 00 00 00 00 ,Data0010000000000000
26.513218,1,26B      ,Tx,d,8,C1 0C 80 00 00 00 00 00 ,DataC10C800000000000
26.513488,1,2A8      ,Tx,d,8,80 00 00 00 00 00 00 00 ,Data8000000000000000
26.513759,1,2A7      ,Tx,d,8,00 00 00 00 00 00 00 40 ,Data0000000000000040
26.514027,1,5F0      ,Tx,d,8,CC 00 14 00 00 00 00 00 ,DataCC00140000000000
26.514299,1,3DC      ,Tx,d,8,00 80 00 00 00 00 00 00 ,Data0080000000000000
26.514569,1,2A8      ,Tx,d,8,80 00 00 00 00 00 00 00 ,Data8000000000000000
26.514848,1,2A7      ,Tx,d,8,00 00 00 00 00 00 00 40 ,Data0000000000000040
26.515126,1,3DC      ,Tx,d,8,00 80 00 00 00 00 00 00 ,Data0080000000000000
26.51532,1,3C0      ,Tx,d,4,62 0D 00 00 ,Data620D0000
26.51564,1,12DD54D6x,Tx,d,8,00 10 00 00 00 00 00 00 ,Data0010000000000000
26.515905,1,26B      ,Tx,d,8,56 0D 80 00 00 00 00 00 ,Data560D800000000000
26.516175,1,2A8      ,Tx,d,8,80 00 00 00 00 00 00 00 ,Data8000000000000000
26.516445,1,2A7      ,Tx,d,8,00 00 00 00 00 00 00 40 ,Data0000000000000040
26.516717,1,3DC      ,Tx,d,8,00 80 00 00 00 00 00 00 ,Data0080000000000000
26.516988,1,2A8      ,Tx,d,8,80 00 00 00 00 00 00 00 ,Data8000000000000000
26.517258,1,2A7      ,Tx,d,8,00 00 00 00 00 00 00 40 ,Data0000000000000040
26.51753,1,3DC      ,Tx,d,8,00 80 00 00 00 00 00 00 ,Data0080000000000000
26.517722,1,3C0      ,Tx,d,4,92 0E 00 00 ,Data920E0000
26.518035,1,12DD54D6x,Tx,d,8,00 10 00 00 00 00 00 00 ,Data0010000000000000
26.518275,1,12B      ,Rx,d,8,71 41 80 30 00 00 00 00 ,Data7141803000000000
26.518517,1,26B      ,Tx,d,8,E3 0E 80 00 00 00 00 00 ,DataE30E800000000000
26.518785,1,5F0      ,Tx,d,8,CC 00 14 00 00 00 00 00 ,DataCC00140000000000
26.519055,1,2A8      ,Tx,d,8,80 00 00 00 00 00 00 00 ,Data8000000000000000
26.519336,1,2A7      ,Tx,d,8,00 00 00 00 00 00 00 40 ,Data0000000000000040
26.519608,1,3DC      ,Tx,d,8,00 80 00 00 00 00 00 00 ,Data0080000000000000
26.519886,1,3DC      ,Tx,d,8,00 80 00 00 00 00 00 00 ,Data0080000000000000
26.520156,1,2A8      ,Tx,d,8,80 00 00 00 00 00 00 00 ,Data8000000000000000
26.520427,1,2A7      ,Tx,d,8,00 00 00 00 00 00 00 40 ,Data0000000000000040
26.520621,1,3C0      ,Tx,d,4,27 0F 00 00 ,Data270F0000
26.521029,1,12DD54D6x,Tx,d,8,00 10 00 00 00 00 00 00 ,Data0010000000000000
26.521319,1,26B      ,Tx,d,8,36 0F 80 00 00 00 00 00 ,Data360F800000000000
26.521602,1,3DC      ,Tx,d,8,00 80 00 00 00 00 00 00 ,Data0080000000000000
26.521882,1,2A8      ,Tx,d,8,80 00 00 00 00 00 00 00 ,Data8000000000000000
26.522152,1,2A7      ,Tx,d,8,00 00 00 00 00 00 00 40 ,Data0000000000000040
26.522424,1,3DC      ,Tx,d,8,00 80 00 00 00 00 00 00 ,Data0080000000000000
26.522619,1,3C0      ,Tx,d,4,66 00 00 00 ,Data66000000
26.522931,1,12DD54D6x,Tx,d,8,00 10 00 00 00 00 00 00 ,Data0010000000000000
26.523197,1,26B      ,Tx,d,8,A3 00 80 00 00 00 00 00 ,DataA300800000000000
26.523465,1,5F0      ,Tx,d,8,CC 00 14 00 00 00 00 00 ,DataCC00140000000000
26.523736,1,2A8      ,Tx,d,8,80 00 00 00 00 00 00 00 ,Data8000000000000000
26.524006,1,2A7      ,Tx,d,8,00 00 00 00 00 00 00 40 ,Data0000000000000040
26.524278,1,3DC      ,Tx,d,8,00 80 00 00 00 00 00 00 ,Data0080000000000000
26.524548,1,2A8      ,Tx,d,8,80 00 00 00 00 00 00 00 ,Data8000000000000000
26.524819,1,2A7      ,Tx,d,8,00 00 00 00 00 00 00 40 ,Data0000000000000040
26.525099,1,3DC      ,Tx,d,8,00 80 00 00 00 00 00 00 ,Data0080000000000000
26.525299,1,3C0      ,Tx,d,4,D3 01 00 00 ,DataD3010000
26.525611,1,12DD54D6x,Tx,d,8,00 10 00 00 00 00 00 00 ,Data0010000000000000
26.525878,1,26B      ,Tx,d,8,99 01 80 00 00 00 00 00 ,Data9901800000000000
26.526148,1,2A8      ,Tx,d,8,80 00 00 00 00 00 00 00 ,Data8000000000000000
26.526418,1,2A7      ,Tx,d,8,00 00 00 00 00 00 00 40 ,Data0000000000000040
26.52669,1,3DC      ,Tx,d,8,00 80 00 00 00 00 00 00 ,Data0080000000000000
26.526963,1,3DC      ,Tx,d,8,00 80 00 00 00 00 00 00 ,Data0080000000000000
26.527157,1,3C0      ,Tx,d,4,23 02 00 00 ,Data23020000
26.527469,1,12DD54D6x,Tx,d,8,00 10 00 00 00 00 00 00 ,Data0010000000000000
26.527735,1,26B      ,Tx,d,8,21 02 80 00 00 00 00 00 ,Data2102800000000000
26.528006,1,2A8      ,Tx,d,8,80 00 00 00 00 00 00 00 ,Data8000000000000000
26.528276,1,2A7      ,Tx,d,8,00 00 00 00 00 00 00 40 ,Data0000000000000040
26.528544,1,5F0      ,Tx,d,8,CC 00 14 00 00 00 00 00 ,DataCC00140000000000
26.528816,1,3DC      ,Tx,d,8,00 80 00 00 00 00 00 00 ,Data0080000000000000
26.529095,1,2A8      ,Tx,d,8,80 00 00 00 00 00 00 00 ,Data8000000000000000
26.529365,1,2A7      ,Tx,d,8,00 00 00 00 00 00 00 40 ,Data0000000000000040
26.529645,1,3DC      ,Tx,d,8,00 80 00 00 00 00 00 00 ,Data0080000000000000
26.530009,1,3C0      ,Tx,d,4,96 03 00 00 ,Data96030000
26.53033,1,12DD54D6x,Tx,d,8,00 10 00 00 00 00 00 00 ,Data0010000000000000
26.530596,1,26B      ,Tx,d,8,52 03 80 00 00 00 00 00 ,Data5203800000000000
26.530876,1,2A8      ,Tx,d,8,80 00 00 00 00 00 00 00 ,Data8000000000000000
26.531146,1,2A7      ,Tx,d,8,00 00 00 00 00 00 00 40 ,Data0000000000000040
26.531419,1,3DC      ,Tx,d,8,00 80 00 00 00 00 00 00 ,Data0080000000000000
26.531689,1,2A8      ,Tx,d,8,80 00 00 00 00 00 00 00 ,Data8000000000000000
26.531959,1,2A7      ,Tx,d,8,00 00 00 00 00 00 00 40 ,Data0000000000000040
26.532231,1,3DC      ,Tx,d,8,00 80 00 00 00 00 00 00 ,Data0080000000000000
26.532424,1,3C0      ,Tx,d,4,EC 04 00 00 ,DataEC040000
26.532736,1,12DD54D6x,Tx,d,8,00 10 00 00 00 00 00 00 ,Data0010000000000000
26.533002,1,26B      ,Tx,d,8,13 04 80 00 00 00 00 00 ,Data1304800000000000
26.53332,1,12DD54FFx,Tx,d,8,00 00 00 00 00 00 00 00 ,Data0000000000000000
26.533599,1,5F0      ,Tx,d,8,CC 00 14 00 00 00 00 00 ,DataCC00140000000000
26.533877,1,2A8      ,Tx,d,8,80 00 00 00 00 00 00 00 ,Data8000000000000000
26.534147,1,2A7      ,Tx,d,8,00 00 00 00 00 00 00 40 ,Data0000000000000040
26.534421,1,3DC      ,Tx,d,8,00 80 00 00 00 00 00 00 ,Data0080000000000000
26.534694,1,3DC      ,Tx,d,8,00 80 00 00 00 00 00 00 ,Data0080000000000000
26.534964,1,2A8      ,Tx,d,8,80 00 00 00 00 00 00 00 ,Data8000000000000000
26.535234,1,2A7      ,Tx,d,8,00 00 00 00 00 00 00 40 ,Data0000000000000040
26.535426,1,3C0      ,Tx,d,4,59 05 00 00 ,Data59050000
26.535739,1,12DD54D6x,Tx,d,8,00 10 00 00 00 00 00 00 ,Data0010000000000000
26.536007,1,26B      ,Tx,d,8,FE 05 80 00 00 00 00 00 ,DataFE05800000000000
26.536279,1,3DC      ,Tx,d,8,00 80 00 00 00 00 00 00 ,Data0080000000000000
26.536549,1,2A8      ,Tx,d,8,80 00 00 00 00 00 00 00 ,Data8000000000000000
26.53682,1,2A7      ,Tx,d,8,00 00 00 00 00 00 00 40 ,Data0000000000000040
26.5371,1,3DC      ,Tx,d,8,00 80 00 00 00 00 00 00 ,Data0080000000000000
26.5373,1,3C0      ,Tx,d,4,A9 06 00 00 ,DataA9060000
26.537612,1,12DD54D6x,Tx,d,8,00 10 00 00 00 00 00 00 ,Data0010000000000000
26.537877,1,26B      ,Tx,d,8,9D 06 80 00 00 00 00 00 ,Data9D06800000000000
26.538145,1,5F0      ,Tx,d,8,CC 00 14 00 00 00 00 00 ,DataCC00140000000000
26.538415,1,2A8      ,Tx,d,8,80 00 00 00 00 00 00 00 ,Data8000000000000000
26.538685,1,2A7      ,Tx,d,8,00 00 00 00 00 00 00 40 ,Data0000000000000040
26.539028,1,3DC      ,Tx,d,8,00 80 00 00 00 00 00 00 ,Data0080000000000000
26.539298,1,2A8      ,Tx,d,8,80 00 00 00 00 00 00 00 ,Data8000000000000000
26.539568,1,2A7      ,Tx,d,8,00 00 00 00 00 00 00 40 ,Data0000000000000040
26.539848,1,3DC      ,Tx,d,8,00 80 00 00 00 00 00 00 ,Data0080000000000000
26.540051,1,3C0      ,Tx,d,4,1C 07 00 00 ,Data1C070000
26.540363,1,12DD54D6x,Tx,d,8,00 10 00 00 00 00 00 00 ,Data0010000000000000
26.540637,1,26B      ,Tx,d,8,D9 07 80 00 00 00 00 00 ,DataD907800000000000
26.540907,1,2A8      ,Tx,d,8,80 00 00 00 00 00 00 00 ,Data8000000000000000
26.541178,1,2A7      ,Tx,d,8,00 00 00 00 00 00 00 40 ,Data0000000000000040
26.54145,1,3DC      ,Tx,d,8,00 80 00 00 00 00 00 00 ,Data0080000000000000
26.541722,1,3DC      ,Tx,d,8,00 80 00 00 00 00 00 00 ,Data0080000000000000
26.541912,1,3C0      ,Tx,d,4,5D 08 00 00 ,Data5D080000
26.542225,1,12DD54D6x,Tx,d,8,00 10 00 00 00 00 00 00 ,Data0010000000000000
26.542489,1,26B      ,Tx,d,8,D8 08 80 00 00 00 00 00 ,DataD808800000000000
26.542759,1,2A8      ,Tx,d,8,80 00 00 00 00 00 00 00 ,Data8000000000000000
26.543029,1,2A7      ,Tx,d,8,00 00 00 00 00 00 00 40 ,Data0000000000000040
26.543298,1,5F0      ,Tx,d,8,CC 00 14 00 00 00 00 00 ,DataCC00140000000000
26.54357,1,3DC      ,Tx,d,8,00 80 00 00 00 00 00 00 ,Data0080000000000000
26.543848,1,2A8      ,Tx,d,8,80 00 00 00 00 00 00 00 ,Data8000000000000000
26.544124,1,2A7      ,Tx,d,8,00 00 00 00 00 00 00 40 ,Data0000000000000040
26.544397,1,3DC      ,Tx,d,8,00 80 00 00 00 00 00 00 ,Data0080000000000000
26.544589,1,3C0      ,Tx,d,4,E8 09 00 00 ,DataE8090000
26.544909,1,12DD54D6x,Tx,d,8,00 10 00 00 00 00 00 00 ,Data0010000000000000
26.545173,1,26B      ,Tx,d,8,9A 09 80 00 00 00 00 00 ,Data9A09800000000000
26.545444,1,2A8      ,Tx,d,8,80 00 00 00 00 00 00 00 ,Data8000000000000000
26.545714,1,2A7      ,Tx,d,8,00 00 00 00 00 00 00 40 ,Data0000000000000040
26.545986,1,3DC      ,Tx,d,8,00 80 00 00 00 00 00 00 ,Data0080000000000000
26.546256,1,2A8      ,Tx,d,8,80 00 00 00 00 00 00 00 ,Data8000000000000000
26.546527,1,2A7      ,Tx,d,8,00 00 00 00 00 00 00 40 ,Data0000000000000040
26.546799,1,3DC      ,Tx,d,8,00 80 00 00 00 00 00 00 ,Data0080000000000000
26.546993,1,3C0      ,Tx,d,4,18 0A 00 00 ,Data180A0000
26.547305,1,12DD54D6x,Tx,d,8,00 10 00 00 00 00 00 00 ,Data0010000000000000
26.547584,1,26B      ,Tx,d,8,0C 0A 80 00 00 00 00 00 ,Data0C0A800000000000
26.547986,1,5F0      ,Tx,d,8,CC 00 14 00 00 00 00 00 ,DataCC00140000000000
26.548262,1,2A8      ,Tx,d,8,80 00 00 00 00 00 00 00 ,Data8000000000000000
26.548532,1,2A7      ,Tx,d,8,00 00 00 00 00 00 00 40 ,Data0000000000000040
26.548768,1,12B      ,Rx,d,8,D5 42 80 30 00 00 00 00 ,DataD542803000000000
26.549021,1,3DC      ,Tx,d,8,00 80 00 00 00 00 00 00 ,Data0080000000000000
26.549293,1,3DC      ,Tx,d,8,00 80 00 00 00 00 00 00 ,Data0080000000000000
26.549563,1,2A8      ,Tx,d,8,80 00 00 00 00 00 00 00 ,Data8000000000000000
26.549841,1,2A7      ,Tx,d,8,00 00 00 00 00 00 00 40 ,Data0000000000000040
26.550038,1,3C0      ,Tx,d,4,AD 0B 00 00 ,DataAD0B0000
26.55035,1,12DD54D6x,Tx,d,8,00 10 00 00 00 00 00 00 ,Data0010000000000000
26.550636,1,26B      ,Tx,d,8,3A 0B 80 00 00 00 00 00 ,Data3A0B800000000000
26.550908,1,3DC      ,Tx,d,8,00 80 00 00 00 00 00 00 ,Data0080000000000000
26.551179,1,2A8      ,Tx,d,8,80 00 00 00 00 00 00 00 ,Data8000000000000000
26.551449,1,2A7      ,Tx,d,8,00 00 00 00 00 00 00 40 ,Data0000000000000040
26.551721,1,3DC      ,Tx,d,8,00 80 00 00 00 00 00 00 ,Data0080000000000000
26.551915,1,3C0      ,Tx,d,4,D7 0C 00 00 ,DataD70C0000
26.552228,1,12DD54D6x,Tx,d,8,00 10 00 00 00 00 00 00 ,Data0010000000000000
26.552494,1,26B      ,Tx,d,8,C1 0C 80 00 00 00 00 00 ,DataC10C800000000000
26.552762,1,5F0      ,Tx,d,8,CC 00 14 00 00 00 00 00 ,DataCC00140000000000
26.553032,1,2A8      ,Tx,d,8,80 00 00 00 00 00 00 00 ,Data8000000000000000
26.553303,1,2A7      ,Tx,d,8,00 00 00 00 00 00 00 40 ,Data0000000000000040
26.553585,1,3DC      ,Tx,d,8,00 80 00 00 00 00 00 00 ,Data0080000000000000
26.553855,1,2A8      ,Tx,d,8,80 00 00 00 00 00 00 00 ,Data8000000000000000
26.554131,1,2A7      ,Tx,d,8,00 00 00 00 00 00 00 40 ,Data0000000000000040
26.554408,1,3DC      ,Tx,d,8,00 80 00 00 00 00 00 00 ,Data0080000000000000
26.554602,1,3C0      ,Tx,d,4,62 0D 00 00 ,Data620D0000
26.554922,1,12DD54D6x,Tx,d,8,00 10 00 00 00 00 00 00 ,Data0010000000000000
26.555186,1,26B      ,Tx,d,8,56 0D 80 00 00 00 00 00 ,Data560D800000000000
26.555457,1,2A8      ,Tx,d,8,80 00 00 00 00 00 00 00 ,Data8000000000000000
26.555727,1,2A7      ,Tx,d,8,00 00 00 00 00 00 00 40 ,Data0000000000000040
26.555999,1,3DC      ,Tx,d,8,00 80 00 00 00 00 00 00 ,Data0080000000000000
26.556271,1,3DC      ,Tx,d,8,00 80 00 00 00 00 00 00 ,Data0080000000000000
26.556464,1,3C0      ,Tx,d,4,92 0E 00 00 ,Data920E0000
26.556834,1,12DD54D6x,Tx,d,8,00 10 00 00 00 00 00 00 ,Data0010000000000000
26.557104,1,26B      ,Tx,d,8,E3 0E 80 00 00 00 00 00 ,DataE30E800000000000
26.557432,1,12DD54FFx,Tx,d,8,00 00 00 00 00 00 00 00 ,Data0000000000000000
26.557703,1,2A8      ,Tx,d,8,80 00 00 00 00 00 00 00 ,Data8000000000000000
26.557973,1,2A7      ,Tx,d,8,00 00 00 00 00 00 00 40 ,Data0000000000000040
26.558241,1,5F0      ,Tx,d,8,CC 00 14 00 00 00 00 00 ,DataCC00140000000000
26.558513,1,3DC      ,Tx,d,8,00 80 00 00 00 00 00 00 ,Data0080000000000000
26.558784,1,2A8      ,Tx,d,8,80 00 00 00 00 00 00 00 ,Data8000000000000000
26.559054,1,2A7      ,Tx,d,8,00 00 00 00 00 00 00 40 ,Data0000000000000040
26.559336,1,3DC      ,Tx,d,8,00 80 00 00 00 00 00 00 ,Data0080000000000000
26.55953,1,3C0      ,Tx,d,4,27 0F 00 00 ,Data270F0000
26.559843,1,12DD54D6x,Tx,d,8,00 10 00 00 00 00 00 00 ,Data0010000000000000
26.560121,1,26B      ,Tx,d,8,36 0F 80 00 00 00 00 00 ,Data360F800000000000
26.560399,1,2A8      ,Tx,d,8,80 00 00 00 00 00 00 00 ,Data8000000000000000
26.560669,1,2A7      ,Tx,d,8,00 00 00 00 00 00 00 40 ,Data0000000000000040
26.560942,1,3DC      ,Tx,d,8,00 80 00 00 00 00 00 00 ,Data0080000000000000
26.561212,1,2A8      ,Tx,d,8,80 00 00 00 00 00 00 00 ,Data8000000000000000
26.561482,1,2A7      ,Tx,d,8,00 00 00 00 00 00 00 40 ,Data0000000000000040
26.561754,1,3DC      ,Tx,d,8,00 80 00 00 00 00 00 00 ,Data0080000000000000
26.561949,1,3C0      ,Tx,d,4,66 00 00 00 ,Data66000000
26.562261,1,12DD54D6x,Tx,d,8,00 10 00 00 00 00 00 00 ,Data0010000000000000
26.562527,1,26B      ,Tx,d,8,A3 00 80 00 00 00 00 00 ,DataA300800000000000
26.562795,1,5F0      ,Tx,d,8,CC 00 14 00 00 00 00 00 ,DataCC00140000000000
26.563066,1,2A8      ,Tx,d,8,80 00 00 00 00 00 00 00 ,Data8000000000000000
26.563346,1,2A7      ,Tx,d,8,00 00 00 00 00 00 00 40 ,Data0000000000000040
26.56362,1,3DC      ,Tx,d,8,00 80 00 00 00 00 00 00 ,Data0080000000000000
